Feature1,Feature2,Target
0.20476032299319957,-0.35766544001172584,0
-1.3811969842441443,1.3900410457381382,0
0.5643506711854169,0.4673201197233571,1
1.1304362614193084,0.49678780915842413,1
0.23064728151338376,-0.34490219425133684,0
1.3581717141986662,1.4365752179271982,1
-2.149065182437767,2.3144246786414286,0
1.085623811435068,1.016111103071747,1
0.4956152202729145,-0.7083281820141545,0
-0.4435223772585588,0.7591228860865343,0
-2.790301403998252,2.2431067642881963,0
1.1214415445239418,1.5548834066339152,1
0.042725904803311066,0.3132435212142658,0
0.8738602951030754,1.1210315930875718,1
-2.405245042465263,2.3335191943280322,0
-0.40722530191357265,0.33741405645507916,0
0.8732653485373335,0.8282366048344042,1
1.8753591502416511,-1.5173090192421186,0
-0.8823757120977077,0.41064610370094823,0
-0.8212801425003401,0.7420075311331782,0
-0.9546618954599606,1.1645603525519959,0
0.6896043709491277,0.46260820965402405,1
0.9947711632248052,1.157821769686856,1
-1.464940669643728,1.0287672992973274,0
-0.19368852515670731,0.1792674409093108,0
1.189052841432313,1.0536684517490276,1
0.655658400323431,0.05994764043181633,1
-3.016900674234812,3.0769254411860767,0
-0.8108588347289665,0.741581798009435,0
-1.0659341947056133,1.41595641590856,0
0.4348552437529818,-0.21315349771142467,1
-1.6532264790910784,1.4001440110841075,0
0.26671310101009604,-0.8654554321074563,0
-0.5947067661505339,0.03617566072489464,0
-0.06588478804525966,0.2663826199192293,0
-1.5060103369859958,1.3786380371246327,0
1.2408609984762073,0.751710855850692,1
-0.32998527295531455,-0.03094496955189352,0
-2.077312561783864,2.336435090070596,0
-1.3498180988918713,1.9815514910892973,0
1.1384703173683823,0.5781544389390147,1
-0.514238045011563,1.06039320826175,0
0.8533045881269132,1.2508734283403895,1
-0.34041122535268786,-0.1820205596336486,0
-1.4416439283474718,1.3625355280284923,0
-0.5167100422065878,0.3448302953033495,0
-0.5729793517370011,0.218931413509717,0
0.7893426628096367,-0.2990973209659824,0
-0.8390905740229662,1.2745777028411758,0
0.35000993605422526,-0.062659238908781,0
0.9148729311037666,1.290091153524487,1
-1.1212873728582449,0.6711155499017725,0
0.7861271120449946,-0.8182307711758734,0
-0.7257018664905599,1.383378950715136,0
-0.04573416712728229,0.08752391431011675,0
0.8961364960836398,0.26508125229556234,1
1.2133180708988691,1.747966611240722,1
0.5598801422116142,0.6105220717886601,1
0.9879563687843147,0.8072737511168118,1
1.1910438508733736,1.5269020613641575,1
